,"Last Update: September 20, 2024",,,,,,,,,,,,,,,,,,,,Benefit estimates,,,,Cost estimates,,,,,,,,,,,,,,,,,,,
TOI-2266 b,1.54,0.09,3.77,,2.33,11.0,3200,,,,18.4,0.058,0.980,527,6.61,0.24,0.0056,12.7892,288.0561,17.5073,6.6095,-6.4808,0.2053,-0.1232,full,287,15,50,28,93,656,482,355,186,257,37.26,38.00,157.78,0.00,Parviainen+2024,,,No mass constraint; is this a rock?,
Gliese 12 b,0.96,0.05,0.77,,12.76,7.8,3296,,,,53.5,0.034,1.200,319,2.86,0.26,0.0072,1.7082,32.9033,10.0406,2.8566,-3.6826,0.1889,-0.1297,sub128,39,16,63,30,117,397,291,37,15,54,93.18,94.00,439.92,0.00,Dholakia+2024,Kuzuhara+2024,,Upper mass limit of <3.87 MEarth,
TOI-1634 b,1.77,0.08,7.57,0.71,0.99,8.6,3472,,,,7.4,0.036,1.036,904,4.73,0.45,0.0260,110.5355,988.2916,23.1136,4.7310,-13.8172,0.0968,-0.1364,sub256,69,2,7,4,14,1125,827,313,192,88,8.52,9.00,38.57,0.00,Luque & Palle 2022,Cloutier+2021,,Is this a rock? Disparate constraints on the mass between studies.,"[Hannah] Large discrepancy in mass measured between Cloutier+ (2021): 4.91 M_earth and Hirano+ (2021): 10.1 M_earth. The mass found by Luque & Pallé (2022) takes the RVs from the previous two papers and re-fits them, and ends up with an average between the two of 7.57 M_earth. If one of the sets of RVs has some systematic bias (which kind of looks like one of them does?) then I don't think we can trust this average."
LHS 1140 c,1.27,0.03,1.91,0.06,3.78,8.8,2988,,,,27.5,0.054,1.130,403,5.08,0.22,0.0033,4.3572,133.8553,13.7179,5.0835,-6.9638,0.2156,-0.1452,sub256,65,2,8,3,11,501,368,191,88,82,10.19,11.00,49.63,1.00,Cadieux+2024,Lillo-Box+2020,,Hot Rocks Survey,
LP 890-9 b,1.32,0.05,2.38,,2.73,11.3,2850,,,,26.3,0.079,0.846,393,6.45,0.15,0.0014,3.9455,204.5114,15.0238,6.4496,-6.5477,0.2670,-0.1516,full,349,13,41,24,77,489,359,408,186,295,28.08,29.00,111.06,0.00,Delrez+2022,,,No mass constraint.,
GJ 357 b,1.22,0.06,1.84,0.31,3.93,6.5,3505,,,,22.3,0.033,1.291,525,3.07,0.34,0.0154,12.5617,153.4131,13.7373,3.0679,-6.3416,0.1067,-0.1592,sub64,21,2,8,2,8,653,480,103,54,30,6.13,7.00,34.29,1.00,Luque+2019,Jenkins+2019,,Hot Rocks Survey,
TOI-1468 b,1.28,0.04,3.21,0.24,1.88,8.5,3496,,,,13.1,0.034,1.191,682,3.79,0.34,0.0158,35.8419,431.0966,17.7142,3.7898,-9.2977,0.1026,-0.1609,sub256,63,4,15,6,22,849,624,175,101,79,17.86,18.00,83.86,1.00,Chaturvedi+2022,,,Hot Rocks Survey; Precise mass constraint,
TRAPPIST-1 h,0.76,,0.33,,18.77,10.3,2566,5.2396,0.0535,,111.8,0.058,1.269,172,1.74,0.12,0.0006,0.1437,12.9533,7.3504,1.7360,-3.4364,0.3222,-0.1624,brightsky,,,96,99,399,214,157,17,3,139,1601.32,1602.00,7762.65,1.00,Agol+2021,,,,
K2-239 c,1.00,,0.89,,7.78,10.0,3420,,,,34.0,0.024,1.200,415,2.06,0.38,0.0177,4.9028,55.0939,10.5634,2.0638,-4.9378,0.0946,-0.1629,brightsky,142,99,398,99,398,516,379,35,16,152,1083.11,1084.00,5073.12,0.00,Díez-Alonso+2018,,,No mass constraint,
TOI-406 b,1.32,,2.08,,3.31,8.8,3392,4.69,−0.02,29.2,17.6,0.030,1.050,572,2.75,0.41,0.0197,17.7049,186.8625,14.0417,2.7477,-7.1399,0.0832,-0.1705,sub256,50,5,29,10,58,712,523,101,55,96,68.97,69.00,298.08,1.00,Hord+2024,Lacedelli+2024,,"From Luque et al (upcoming paper by Lacedelli et al.) ---  ""The planet has a radius of 2.07+-0.16 Re, mass of 6.54+1.00-0.86 Me, insolation of 3.0+-0.7 Se, and equilibrium temperature of 365+-23K. The planet is a TOI-270d analog with great prospects for transmission spectroscopy. The planet is, however, not very likely to be rocky, but rather volatile-rich."". Properties from non-propietary literature: (Rp, Mp) = (1.96,5.03)",
LHS 1815 b,1.09,,1.58,,3.81,8.0,3643,,,,17.4,0.020,1.346,617,1.29,0.50,0.0396,24.0926,167.0916,13.4799,1.2880,-7.1131,0.0362,-0.1759,sub256,43,20,87,37,160,769,565,48,27,61,130.48,131.00,658.98,0.00,Gan+2020,Luque & Palle 2022,,Mass constraint has 40% errors.,
K2-239 b,1.10,,1.24,,5.24,10.0,3420,,,,24.6,0.026,1.470,488,1.90,0.39,0.0186,9.3655,102.3432,11.8924,1.8992,-6.5416,0.0756,-0.1778,brightsky,129,76,345,99,449,607,446,56,29,137,392.29,393.00,2093.90,0.00,Díez-Alonso+2018,,,No mass constraint,
TOI-2096 b,1.24,,1.92,,3.12,11.0,3300,,,,22.9,0.049,1.072,488,3.89,0.23,0.0059,9.3886,204.9250,13.8845,3.8869,-7.7393,0.1427,-0.1850,full,282,39,142,72,262,607,446,206,105,252,99.41,100.00,437.28,0.00,Pozuelos+2023,,,No mass constraint.,
L 98-59 d    (props propietary; see comments),1.59,,1.35,,7.45,7.1,3412,,,,33.7,0.045,0.840,416,1.80,0.33,0.0129,4.9439,67.2401,10.2975,1.7978,-7.0572,0.0834,-0.1941,sub128,36,2,6,3,9,517,380,121,57,49,9.15,10.00,38.16,1.00,Demangeon+2021,Rajpaul+2024,,"Is this a rock? From Rene Doyon: ""My PhD student Charles Cadieux has reanalysed the Espresso data using the LBL framework that yield significantly better  (~30%) better masses. The analysis also include radius updates with TTV measurements. The mass of L98-59d goes down to 1.35 ± 0.12 M_E with a slightly larger radius 1.593 ± 0.054 M_E e=0.008+0.011/-0.005, For c we have : M=2.02 ± 0.11 M_E,  R= 1.328 ± 0.042 R_E , e=0.003+0.005/-0002. This results are preliminary and should not be disseminated beyond SAC."". Non-propietary values: Rp = 1.52; Mp = 1.94",
TOI-700 b,0.91,,0.65,,9.98,8.6,3459,,,,34.6,0.020,2.170,416,0.95,0.42,0.0227,4.9600,48.1031,9.4522,0.9523,-5.5491,0.0461,-0.1946,sub256,45,67,396,99,585,518,380,24,11,62,388.86,389.00,2726.11,0.00,Gilbert+2023,,,No mass constraint.,
L 98-59 c      (props propietary; see comments),1.33,,2.02,,3.69,7.1,3412,,,,19.0,0.041,1.346,553,2.55,0.30,0.0108,15.5534,235.7663,13.7959,2.5491,-12.0785,0.0845,-0.2030,sub128,32,1,3,2,7,689,506,179,96,38,3.38,4.00,20.12,0.00,Demangeon+2021,Rajpaul+2024,,Hot Rocks Survey,
HD 260655 b,1.24,,2.14,,2.77,5.9,3803,,,,14.4,0.026,1.150,708,0.53,0.44,0.0362,41.6167,304.7311,14.6950,0.5301,-14.6522,0.0077,-0.2030,sub64,18,2,8,2,8,881,648,97,56,26,6.27,7.00,31.92,1.00,Luque+2022,,,Hot Rocks Survey,
TRAPPIST-1 e,0.92,,0.69,,6.10,10.3,2566,5.2396,0.0535,,52.9,0.071,0.929,250,3.16,0.12,0.0006,0.6429,57.9774,9.7014,3.1624,-6.5256,0.2797,-0.2048,brightsky,,,30,29,97,311,228,109,35,163,77.54,78.00,314.36,1.00,Agol+2021,,,,
TOI-1693 b,1.41,,2.88,,1.77,8.3,3499,,,,10.6,0.028,1.420,761,0.85,0.46,0.0284,55.6857,471.5918,15.9794,0.8497,-10.6757,0.0143,-0.2142,sub256,54,5,20,9,36,948,696,142,84,66,20.63,21.00,109.35,0.00,Giacalone+2022,,,No mass constraint.,
LHS 1478 b,1.24,,2.33,,1.95,8.8,3381,,,,16.1,0.046,0.705,595,3.49,0.25,0.0071,20.8353,405.1535,15.3211,3.4930,-10.4513,0.1005,-0.2158,sub256,84,3,9,5,15,741,545,264,145,113,14.37,15.00,52.38,1.00,Soto+2021,,,Hot Rocks Survey,
GJ 486 b,1.32,,3.00,,1.47,6.4,3340,,,,10.9,0.036,1.083,714,2.55,0.33,0.0123,43.0771,603.7780,16.8635,2.5538,-21.3859,0.0663,-0.2170,sub64,22,1,3,1,4,889,653,228,132,30,1.63,2.00,8.80,1.00,Trifonov+2021,Moran & Stevenson+2023,Weiner Mansfield+2024,"Results from JWST/NIRSpec hint atmopshere or stellar contamination, being probed by NIRISS/SOSS in Cycle 3. MIRI/LRS observations rule out the atmospheric hint --- likely a rock.",
TOI-270 b,1.21,,1.58,,3.36,8.3,3506,,,,18.2,0.029,1.387,581,1.15,0.38,0.0194,18.9249,201.4802,12.8035,1.1539,-8.9386,0.0337,-0.2180,sub256,46,6,27,10,45,724,532,97,53,65,35.13,36.00,184.64,1.00,Van Eylen+2021,,,Hot Rocks Survey,
Kepler-446 b,1.50,,3.11,,1.57,12.8,3359,,,,14.2,0.057,0.646,630,3.29,0.24,0.0065,26.1552,534.4944,16.1163,3.2891,-15.3586,0.0949,-0.2231,full,1457,99,289,99,289,785,577,454,254,755,228.40,229.00,767.02,0.00,Muirhead+2015,,,No mass constraint; is this a rock?,
LTT 1445 A c,1.10,,1.37,,3.12,6.5,3340,,,,21.1,0.036,0.482,514,1.98,0.28,0.0087,11.5824,200.2119,12.4835,1.9835,-9.6133,0.0751,-0.2283,sub64,36,2,5,3,7,640,470,125,65,48,10.08,11.00,32.52,1.00,Pass+2023,Lavie+2023,,Precise mass constraint; impact parameter large but not grazing.,
TOI-771 b      (props propietary; see comments),1.42,,2.50,,2.33,9.7,3201,,,,15.7,0.054,1.010,571,3.48,0.24,0.0055,17.6682,401.6089,14.8318,3.4807,-10.7326,0.1040,-0.2284,brightsky,109,3,11,5,18,711,523,357,193,136,11.06,12.00,50.69,1.00,Mistry+2024,,,"From Luque et al (upcoming paper): ""This planet has been observed with ESPRESSO. These results are preliminary and obtained using proprietary data (...) we can report that the mass of the planet can be measured to be 2.5+-0.25 Me (using the stellar properties from Mistry et al. 2024). The planet is slightly under-dense compared to an Earth-like planet, but still consistent with being rocky."". Non-propietary mass: 2.96",
TRAPPIST-1 c,1.10,,1.31,,2.42,10.3,2566,5.2396,0.0535,,28.5,0.084,0.701,340,4.54,0.12,0.0006,2.2036,198.6968,12.2145,4.5437,-10.4758,0.2423,-0.2362,brightsky,,,15,,,423,311,372,154,188,11.85,12.00,41.77,1.00,Agol+2021,Zieba+2023,,"No thick CO2, but consistent with thin atmospheres. Phase curve by Gillon & Ducrot in prep?. Also upcoming eclipses of b+c by Ducrot & Lagage",
LHS 1678 d,0.98,,0.83,,4.97,8.3,3490,,,,26.0,0.027,1.000,484,0.54,0.33,0.0144,9.0848,115.5664,10.3080,0.5381,-9.1092,0.0244,-0.2501,sub256,56,18,63,34,119,602,443,60,30,77,108.16,109.00,457.80,0.00,Silverstein+2024,,,No mass constraint; has a Brown dwarf companion of ~10s of years period,
GJ 1132 b,1.10,,1.66,,1.63,8.3,3270,,,,16.0,0.051,0.766,578,2.14,0.20,0.0040,18.5032,510.1387,13.7414,2.1435,-13.8171,0.0653,-0.2854,sub256,62,2,6,2,6,719,529,320,174,85,5.43,6.00,21.84,1.00,Berta-Thompson+2015,Xue+2024,,Being probed by JWST/NIRSpec in primary transit; MIR/LRS in eclipse. Eclipse observations in Xue+2024 point at this object being an airless rock.,
GJ 3929 b (props propietary; see comments),1.09,,1.21,,2.62,7.9,3384,,,,16.8,0.033,1.190,584,-0.55,0.30,0.0105,19.2486,296.8246,11.7759,-0.5521,-13.3100,-0.0139,-0.2937,sub256,43,4,15,6,22,727,534,134,73,58,14.35,15.00,69.84,1.00,Beard+2022,Kemmer+2022,,"The Rp/Rs is double in Kemmer+2022 than in Beard+2022. Maroon-X team following this up --- get precision down to 10% precision, rocky composition. Madison Brady (mtbrady@uchicago.edu): ""GJ 3929:
Mp = 1.208 +/- 0.112 MEarth

There are no significant updates to the radii.  As these are unpublished, these are potentially due to change, but I am fairly confident that they still sit near the Earth-like composition line."". Non-propietary mass: 1.71.",
TRAPPIST-1 b,1.12,,1.37,,1.51,10.3,2566,5.2396,0.0535,,20.8,0.086,0.601,397,4.00,0.12,0.0006,4.1343,372.9787,12.4118,4.0006,-12.6182,0.1829,-0.2953,brightsky,,,6,3,8,495,364,562,257,203,7.08,8.00,25.94,1.00,Agol+2021,Greene+2023,,Likely no atmosphere from Greene+2023 and Ducrot+2024 (latter in review). Phase curve by Gillon & Ducrot in prep?. Also upcoming eclipses of b+c by Ducrot & Lagage,
LP 791-18 d,1.03,,0.90,,2.75,10.6,2960,,,,23.5,0.052,0.915,431,1.53,0.18,0.0023,5.7441,220.8045,10.4461,1.5321,-11.7899,0.0744,-0.3127,brightsky,217,18,59,34,112,537,395,208,100,207,58.49,59.00,235.79,0.00,Peterson+2023,,,Mass constraint has 50% errors (via TTVs). Maroon-X following this object. 3-sigma detection of the object in that RV data. Madison Brady (mtbrady@uchicago.edu) can provide additional details if that is necessary.,
LHS 1678 c,0.94,,0.72,,3.69,8.3,3490,,,,21.4,0.026,1.230,534,-1.27,0.33,0.0144,13.4708,171.4633,9.8175,-1.2748,-11.1586,-0.0516,-0.3128,sub256,51,13,51,24,95,665,488,67,35,70,77.26,78.00,370.66,0.00,Silverstein+2024,,,No mass constraint; has a Brown dwarf companion of ~10s of years period,
TOI-6086 b,1.18,,1.60,,1.39,10.0,3200,,,,12.8,0.042,0.700,634,0.49,0.26,0.0063,26.7224,558.0824,13.0197,0.4852,-19.6464,0.0078,-0.3176,brightsky,161,12,35,21,61,789,580,256,144,190,45.48,46.00,160.08,0.00,Barkaoui+2024,,,No mass constraint.,
TOI-1450 A b,1.13,,1.26,,2.04,7.6,3437,,,,11.2,0.021,0.988,725,-3.99,0.48,0.0292,45.8410,382.2054,11.8025,-3.9886,-16.6167,-0.0967,-0.3191,sub128,39,7,24,14,49,903,663,78,46,57,48.32,49.00,204.39,1.00,Brady+2024,,,,
GJ 3473 b,1.21,,1.86,,1.20,8.8,3347,,,,9.4,0.032,0.950,772,-4.07,0.35,0.0136,58.9640,775.4294,13.8688,-4.0684,-16.5784,-0.0570,-0.3258,sub256,77,5,17,8,27,961,706,196,117,98,23.99,24.00,97.92,1.00,Kemmer+2020,,,Hot Rocks Survey. Maroon-X has precision better than 10%. Planet is rocky. Madison Brady (mtbrady@uchicago.edu) can provide additional details if that is necessary.,
LTT 3780 b,1.33,,2.46,,0.77,8.2,3358,,,,6.8,0.032,0.788,911,-4.21,0.38,0.0163,114.2559,1351.0152,15.2417,-4.2146,-80.2465,-0.0848,-0.3444,sub256,60,2,6,4,12,1134,833,257,158,82,11.05,12.00,44.30,1.00,Bonfanti+2024,,,,
TRAPPIST-1 d,0.79,,0.39,,4.05,10.3,2566,,,,40.2,0.061,0.815,286,1.45,0.12,0.0006,1.1105,100.1395,7.8492,1.4511,-10.1517,0.1254,-0.3502,brightsky,,,24,30,94,356,262,121,44,174,81.49,82.00,307.89,1.00,Agol+2021,,,total observing time taken from Doyon (2024) --- as they were consistent with Hannah's estimate above for LHS 1140b.,
LP 791-18 b,1.21,,1.76,,0.95,10.6,2960,,,,11.6,0.061,0.620,616,1.13,0.18,0.0023,23.8396,918.6609,13.4722,1.1335,-26.3588,0.0343,-0.3558,brightsky,252,4,11,8,23,767,563,571,317,251,15.74,16.00,52.59,0.00,Peterson+2023,,,No mass constraint. Maroon-X team following it up with a precision at around 20%. Mass is smaller --- sub-Earth density. Madison Brady (mtbrady@uchicago.edu) can provide additional details if that is necessary.,
TOI-5720 b,1.09,,1.21,,1.43,9.3,3325,,,,11.0,0.028,1.020,710,-2.73,0.36,0.0140,42.0774,545.2369,11.7675,-2.7327,-15.7384,-0.0907,-0.3579,brightsky,94,16,59,30,110,884,649,133,77,118,70.62,71.00,301.61,0.00,Barkaoui+2024,,,Upper limit mass constraint of < 4.3 MEarth.,
LHS 475 b,0.99,,0.86,,2.03,7.7,3300,,,,15.9,0.033,0.725,586,-1.58,0.28,0.0083,19.5073,346.9658,10.4406,-1.5786,-14.5495,-0.0607,-0.3607,sub128,49,4,11,6,17,729,536,131,72,67,20.22,21.00,74.34,0.00,Lustig-Yaeger+2023,Ment+2024,,No mass constraint,
